"","OPEID6","INSTNM","STATE","CONTROL","NOTWORKING","WORKING","MEAN_EARNINGS","MEDIAN_EARNINGS","PERCENT10_EARNINGS","PERCENT25_EARNINGS","PERCENT75_EARNINGS","PERCENT90_EARNINGS","MEDIAN_DEBT","NUM_DEBT","TUITION","DEFAULT2","YEAR"
"6058",7572,"American Musical and Dramatic Academy","NY",2,60,451,32500,28900,4500,13200,45800,61100,10000,1028,38212,0.068,2009
"6059",7518,"Apex Technical School","NY",3,508,1291,40000,34700,5800,15600,58000,80900,9500,2799,NA,0.152,2009
"6060",2671,"Bard College","NY",2,54,296,40700,33000,5300,14800,54200,75000,15375,545,50970,0.029,2009
"6061",2708,"Barnard College","NY",2,37,380,67200,57700,11900,37100,82500,113300,11625,548,51725,0,2009
"6062",7394,"Berkeley College-New York","NY",3,206,1058,43200,39400,8700,22600,57800,80400,5500,3845,28089,0.078,2009
"6063",13029,"Boricua College","NY",2,139,650,34600,33900,8700,18700,45700,63600,5500,99,18944,0.109,2009
"6064",21068,"Bramson ORT College","NY",2,394,876,39700,36300,7400,16300,56300,75900,2956,42,16647,0.166,2009
"6065",20757,"Briarcliffe College","NY",3,222,1124,46000,40900,9900,24100,62300,82200,11998,1989,24028,0.121,2009
"6066",2862,"SUNY Broome Community College","NY",1,385,2023,34800,31200,6100,17700,47400,65000,4523,2669,8947,0.084,2009
"6067",2678,"Bryant & Stratton College-Amherst","NY",3,150,691,29000,27500,5000,13200,39000,53100,7250,15069,22495,0.133,2009
"6068",2678,"Bryant & Stratton College-Syracuse North","NY",3,150,691,29000,27500,5000,13200,39000,53100,7250,15069,18343,0.133,2009
"6069",2678,"Bryant & Stratton College-Syracuse","NY",3,150,691,29000,27500,5000,13200,39000,53100,7250,15069,17927,0.133,2009
"6070",2678,"Bryant & Stratton College-Buffalo","NY",3,150,691,29000,27500,5000,13200,39000,53100,7250,15069,22217,0.133,2009
"6071",2678,"Bryant & Stratton College-Greece","NY",3,150,691,29000,27500,5000,13200,39000,53100,7250,15069,18208,0.133,2009
"6072",2681,"Canisius College","NY",2,81,1128,50700,47700,18300,33200,61500,82400,14500,1681,37885,0.04,2009
"6073",2861,"Cayuga County Community College","NY",1,175,1018,34400,30600,6100,16100,47300,65400,5024.5,2258,10510,0.098,2009
"6074",2685,"Cazenovia College","NY",2,46,470,34100,31700,8400,17600,44700,61300,12250,623,34396,0.028,2009
"6075",2699,"Clarkson University","NY",2,56,1061,66100,64700,23800,45300,84800,103600,17125,1257,44800,0.009,2009
"6076",6787,"Clinton Community College","NY",1,120,752,33400,30400,6100,17300,46900,60800,5284,1155,9835,0.144,2009
"6077",2701,"Colgate University","NY",2,28,463,76700,61800,21000,42700,90900,135300,11562.5,490,51090,0.016,2009
"6078",9769,"Metropolitan College of New York","NY",2,156,638,46300,42300,8600,26800,61200,79500,12153,836,30670,0.079,2009
"6079",2707,"Columbia University in the City of New York","NY",2,219,1427,92000,67900,16000,43300,111100,173400,7200,3072,51406,0.013,2009
"6080",6789,"Columbia-Greene Community College","NY",1,157,637,34300,31500,5800,15800,47800,65700,4800,616,9662,0.118,2009
"6081",7573,"Empire Beauty School-Queens","NY",3,87,183,24500,15800,4700,9600,31100,52300,7500,429,NA,0.057,2009
"6082",2709,"Concordia College-New York","NY",2,36,227,49500,45300,10900,25700,65800,83200,16500,375,31358,0.041,2009
"6083",8189,"Continental School of Beauty Culture-Buffalo","NY",3,58,173,21300,16800,1400,9300,29400,44000,5500,435,NA,0.058,2009
"6084",26170,"Continental School of Beauty Culture-Batavia","NY",3,41,120,17400,14200,900,4800,23100,36700,6334,270,NA,0.092,2009
"6085",7522,"Continental School of Beauty Culture-Rochester","NY",3,85,274,20900,17400,2500,8000,30200,41400,5500,668,NA,0.05,2009
"6086",2710,"Cooper Union for the Advancement of Science and Art","NY",2,20,119,61800,54800,8900,25400,87800,124300,8550,117,49876,0.018,2009
"6087",2711,"Cornell University","NY",2,294,2747,89200,70100,20100,46700,106300,166000,10358,3845,50384,0.006,2009
"6088",2711,"Weill Cornell Medical College","NY",2,294,2747,89200,70100,20100,46700,106300,166000,10358,3845,NA,0.006,2009
"6089",2863,"Corning Community College","NY",1,253,1363,34500,31500,7400,19200,46800,62400,4712,2420,9659,0.123,2009
"6090",6445,"Pomeroy College of Nursing at Crouse Hospital","NY",2,10,107,52700,54600,19300,35300,68600,80000,12000,182,12051,0.027,2009
"6091",7304,"Culinary Institute of America","NY",2,183,1447,44100,41800,10400,25000,59000,79300,10000,2513,40476,0.031,2009
"6092",7273,"CUNY Bernard M Baruch College","NY",1,408,2674,61200,56500,13000,35000,79200,105200,5849,1426,12261,0.022,2009
"6093",2691,"CUNY Borough of Manhattan Community College","NY",1,1117,5610,39700,36300,7800,19200,53300,75000,3500,3231,11846,0.069,2009
"6094",2692,"CUNY Bronx Community College","NY",1,530,2942,36900,34100,7800,16800,49000,70800,4750,882,11839,0.04,2009
"6095",2687,"CUNY Brooklyn College","NY",1,430,2247,52100,47100,9800,26300,69200,91500,5500,2479,11576,0.026,2009
"6096",2698,"College of Staten Island CUNY","NY",1,491,2540,49700,44500,9200,24700,68900,93000,5000,2173,11867,0.05,2009
"6097",2688,"CUNY City College","NY",1,324,2105,50900,47000,11700,28800,67400,92500,5551,1960,12804,0.031,2009
"6098",8611,"CUNY Hostos Community College","NY",1,303,1530,33600,29800,7400,14200,45600,64900,3500,313,12497,0,2009
"6099",2689,"CUNY Hunter College","NY",1,535,3257,49300,46700,10500,27400,67000,87600,6251,2328,11790,0.022,2009
"6100",2693,"CUNY John Jay College of Criminal Justice","NY",1,410,3144,52600,48500,11300,29700,71800,99900,5391,2405,10151,0.035,2009
"6101",2694,"CUNY Kingsborough Community College","NY",1,780,3836,40700,36500,6900,19200,55800,77600,3500,1426,11497,0.063,2009
"6102",10051,"CUNY LaGuardia Community College","NY",1,704,3810,38500,35700,8200,18500,51500,69800,2950,883,11155,0.037,2009
"6103",7022,"CUNY Lehman College","NY",1,291,1994,47000,45000,12000,28100,61200,82100,5000,1874,10584,0.025,2009
"6104",10097,"CUNY Medgar Evers College","NY",1,216,1362,41600,38300,10200,21400,54900,76800,2875.5,818,13433,0.052,2009
"6105",2696,"CUNY New York City College of Technology","NY",1,802,4805,42500,39300,8800,21500,57500,80000,4321,1689,11940,0.053,2009
"6106",2690,"CUNY Queens College","NY",1,343,2102,52200,49600,9300,28300,71100,91200,5500,1820,10735,0.021,2009
"6107",2697,"CUNY Queensborough Community College","NY",1,650,3192,41100,37500,8700,20400,56000,77400,3500,1339,10534,0.056,2009
"6108",4759,"CUNY York College","NY",1,189,1283,44900,42700,10900,26000,58800,80800,4500,744,12237,0.03,2009
"6109",2712,"D'Youville College","NY",2,38,396,57600,52700,18100,36200,73700,101000,14550,1028,28060,0.051,2009
"6110",2808,"Daemen College","NY",2,60,714,51300,46600,13200,29200,68400,93100,10500,1172,28640,0.062,2009
"6111",2713,"Dominican College of Blauvelt","NY",2,32,414,61300,57800,17600,35900,81900,106900,12625,1003,32096,0.058,2009
"6112",2667,"Dowling College","NY",2,143,818,54800,52600,10200,30300,75700,96200,10250,1800,30018,0.03,2009
"6113",2864,"Dutchess Community College","NY",1,211,1121,38800,34400,5900,17100,54300,72800,4480,1645,9424,0.125,2009
"6114",9043,"Elmira Business Institute","NY",3,68,263,25300,23200,7700,16100,33600,42800,7224,631,19620,0.189,2009
"6115",2718,"Elmira College","NY",2,51,554,46600,45200,11800,27500,57100,77800,14625,789,44350,0.028,2009
"6116",10684,"Erie Community College","NY",1,356,1274,29500,26600,3800,13000,40000,55900,4000,6307,7117,0.122,2009
"6117",2866,"Fashion Institute of Technology","NY",1,360,1859,48300,44000,6600,20900,66700,90800,11000,2436,14850,0.048,2009
"6118",7532,"Finger Lakes Community College","NY",1,241,1455,32400,30200,6900,17300,45200,57800,5500,2639,13325,0.122,2009
"6119",12561,"Five Towns College","NY",3,90,416,39000,36800,8600,19300,53300,67900,9500,678,27132,0.075,2009
"6120",2722,"Fordham University","NY",2,251,2086,64100,57900,14600,35800,80800,110200,15625,3312,47242,0.022,2009
"6121",25754,"The International Culinary Center","NY",3,67,226,46100,40500,7400,16400,61500,92300,5804,218,NA,0.107,2009
"6122",2867,"Fulton-Montgomery Community College","NY",1,159,788,32300,29400,5000,15100,44600,60600,4750,1335,9355,0.17,2009
"6123",22319,"Gemological Institute of America-New York","NY",2,37,110,42600,35000,7100,15800,59400,88800,8250,135,NA,0.038,2009
"6124",6782,"Genesee Community College","NY",1,261,1366,32800,30200,6600,16500,44700,58300,5000,2399,10926,0.121,2009
"6125",2728,"Hamilton College","NY",2,21,377,72300,55700,18400,38200,84200,132600,15000,411,50210,0.028,2009
"6126",2729,"Hartwick College","NY",2,39,531,53200,47000,12400,30000,65900,91600,16500,729,41985,0.015,2009
"6127",10153,"Helene Fuld College of Nursing","NY",2,6,145,89300,92500,41100,71600,109300,133400,9998,337,29721,0.035,2009
"6128",4788,"Herkimer County Community College","NY",1,203,1290,32900,30100,6200,17700,44800,59500,5250,2445,11124,0.082,2009
"6129",2735,"Hilbert College","NY",2,32,367,43600,41000,11900,26000,55300,76900,12961,687,22671,0.079,2009
"6130",2731,"Hobart William Smith Colleges","NY",2,46,549,55500,49100,17900,32100,68600,95100,17375,766,50546,0.019,2009
"6131",2732,"Hofstra University","NY",2,344,2778,60300,56300,13400,34300,78700,102300,12398,4123,41945,0.041,2009
"6132",2734,"Houghton College","NY",2,89,505,45100,39900,11500,24500,58600,80800,16500,713,32972,0.015,2009
"6133",2868,"Hudson Valley Community College","NY",1,448,2922,40900,37600,8700,22200,54800,74600,4000,5327,11719,0.064,2009
"6134",22060,"Hunter Business School","NY",3,77,184,34000,33800,5300,14900,49900,60900,6085,670,NA,0.049,2009
"6135",22949,"Institute of Audio Research","NY",3,110,333,36400,32100,3500,12900,49500,72900,5500,1046,NA,0.079,2009
"6136",2737,"Iona College","NY",2,144,1185,59400,54500,13800,36300,76800,99500,12000,1688,38143,0.047,2009
"6137",7375,"Island Drafting and Technical Institute","NY",3,42,172,45900,45100,8100,24900,63400,84100,9653,130,21610,0.062,2009
"6138",2739,"Ithaca College","NY",2,115,1708,55700,50500,15800,32000,70300,94100,17125,2516,44368,0.015,2009
"6139",2869,"Jamestown Community College","NY",1,236,1438,32000,28900,6900,16400,44200,58900,4483.5,1698,10604,0.103,2009
"6140",8495,"Jamestown Business College","NY",3,67,274,25600,23400,5200,13800,35200,46500,6000,242,15148,0.119,2009
"6141",2870,"Jefferson Community College","NY",1,262,1460,35200,31000,7200,16800,47800,65100,3500,1452,9136,0.095,2009
"6142",2742,"The Juilliard School","NY",2,20,118,46500,27200,3500,12000,52200,88900,17125,164,43990,0.025,2009
"6143",11647,"SBI Campus-An Affiliate of Sanford-Brown","NY",3,223,1043,40500,38500,6900,19600,56200,73600,11865.5,760,25679,0.136,2009
"6144",2744,"Keuka College","NY",2,40,546,43400,43400,12800,27600,56300,70900,13367.5,1102,33971,0.031,2009
"6145",7466,"LIM College","NY",3,19,126,48300,45900,10100,28400,64200,82200,10000,713,38903,0.02,2009
"6146",2748,"Le Moyne College","NY",2,67,1006,53200,50800,18500,35500,66100,89500,15125,1515,36900,0.035,2009
"6147",2751,"LIU Brooklyn","NY",2,525,3886,55500,49100,10800,29400,73600,105300,11000,5705,34024,0.063,2009
"6148",2751,"LIU Post","NY",2,525,3886,55500,49100,10800,29400,73600,105300,11000,5705,39371,0.063,2009
"6149",20937,"Long Island Business Institute","NY",3,24,101,35500,31900,6600,19000,48900,59200,5500,391,16950,0.143,2009
"6150",2751,"LIU Hudson at Rockland","NY",2,525,3886,55500,49100,10800,29400,73600,105300,11000,5705,NA,0.063,2009
"6151",2751,"LIU Brentwood","NY",2,525,3886,55500,49100,10800,29400,73600,105300,11000,5705,NA,0.063,2009
"6152",7401,"Mandl School-The College of Allied Health","NY",3,188,804,33400,32700,7600,17700,43000,58600,7426,861,NA,0.175,2009
"6153",2758,"Manhattan College","NY",2,88,931,67800,63700,17300,40200,86300,114800,15500,1273,36109,0.022,2009
"6154",2760,"Manhattanville College","NY",2,58,504,53300,48300,10800,29000,69600,92000,11000,869,44568,0.038,2009
"6155",2763,"Maria College of Albany","NY",2,45,322,47200,45000,14900,29300,63600,74500,9444.5,650,13616,0.073,2009
"6156",2765,"Marist College","NY",2,188,1739,59800,53900,13700,34000,76800,103600,17500,2194,38859,0.014,2009
"6157",2769,"Marymount Manhattan College","NY",2,123,835,42500,37300,6900,20400,56900,83300,9500,912,37205,0.043,2009
"6158",2777,"Medaille College","NY",2,75,669,43700,40100,11200,25500,56400,77000,10500,1207,27977,0.062,2009
"6159",2772,"Mercy College","NY",2,733,3214,41900,37700,7900,19200,56600,79400,7500,3601,22547,0.057,2009
"6160",22195,"Mildred Elley School-Albany Campus","NY",3,255,822,24400,22400,3400,10000,35200,45700,7500,1218,13176,0.056,2009
"6161",22759,"Modern Welding School","NY",3,25,107,32700,33200,3900,11200,46100,60400,7500,160,NA,0.021,2009
"6162",2871,"Mohawk Valley Community College","NY",1,414,2296,34000,31200,7000,17500,45900,62700,4375,2905,10969,0.091,2009
"6163",2775,"Molloy College","NY",2,79,696,62000,60900,17600,38000,84900,104900,16687.5,1430,28695,0.027,2009
"6164",4799,"Monroe College","NY",3,699,2816,34200,31500,5900,15000,47200,64200,7139,6931,26677,0.053,2009
"6165",4799,"Monroe College-New Rochelle","NY",3,699,2816,34200,31500,5900,15000,47200,64200,7139,6931,22553,0.053,2009
"6166",2872,"Monroe Community College","NY",1,747,3687,35800,32500,7600,18300,47900,65200,5198.5,8850,10738,0.075,2009
"6167",2778,"Mount Saint Mary College","NY",2,59,640,51700,50300,13200,31700,69100,87200,12498.5,1296,32272,0.031,2009
"6168",2703,"College of Mount Saint Vincent","NY",2,41,433,56200,53900,12100,34800,76200,95200,16500,887,32012,0.07,2009
"6169",2873,"Nassau Community College","NY",1,779,4225,43900,39100,7600,20500,59900,82900,3553,3970,12422,0.07,2009
"6170",2779,"Nazareth College","NY",2,66,733,47800,47200,18600,34300,57200,73000,16500,1281,35676,0.022,2009
"6171",2704,"The College of New Rochelle","NY",2,541,2533,42500,39900,8800,22500,57400,78600,8000,2482,38425,0.084,2009
"6172",20662,"The New School","NY",2,285,1150,49600,40900,5900,17300,67900,97600,14000,2437,49803,0.028,2009
"6173",21822,"New School of Radio and Television","NY",3,17,108,36600,34400,8000,18200,49600,65000,6334,73,NA,0.181,2009
"6174",10551,"New York School for Medical and Dental Assistants","NY",3,123,535,34300,34000,6200,18400,44800,59700,5426,937,NA,0.086,2009
"6175",2785,"New York University","NY",2,673,4772,71800,57000,11800,31400,86500,134800,16500,7288,51153,0.017,2009
"6176",2874,"Niagara County Community College","NY",1,330,1836,34500,31400,7100,17600,46300,64100,5000,3058,8032,0.111,2009
"6177",2788,"Niagara University","NY",2,65,942,46200,44900,17100,30200,57600,74500,14750,1639,33505,0.041,2009
"6178",7111,"North Country Community College","NY",1,113,520,33600,29400,6400,17100,44200,62300,5286,952,15120,0.089,2009
"6179",2782,"New York Institute of Technology","NY",2,251,1671,55300,48200,11400,26900,72300,98700,12500,3250,31818,0.045,2009
"6180",2782,"New York Institute of Technology-Manhattan Campus","NY",2,251,1671,55300,48200,11400,26900,72300,98700,12500,3250,31802,0.045,2009
"6181",2790,"Nyack College","NY",2,204,843,47800,41200,8100,22400,61800,88000,11000,1797,29453,0.067,2009
"6182",9003,"Olean Business Institute","NY",3,29,108,26100,25900,5800,14100,33000,44900,5625,68,14010,0.162,2009
"6183",2875,"Onondaga Community College","NY",1,338,2011,36300,33300,7700,18600,49300,65900,4500,4421,13646,0.131,2009
"6184",2876,"Orange County Community College","NY",1,222,1260,41800,37500,8000,21100,57900,78100,4825,1477,9342,0.087,2009
"6185",2791,"Pace University-New York","NY",2,326,2918,66600,60400,14100,37000,87300,116900,11625,3521,42391,0.021,2009
"6186",2795,"Paul Smiths College of Arts and Science","NY",2,69,563,35600,33500,6200,19200,47800,63900,10000,683,35060,0.074,2009
"6187",8189,"Continental School of Beauty Culture-West Seneca","NY",3,58,173,21300,16800,1400,9300,29400,44000,5500,435,NA,0.058,2009
"6188",12072,"Phillips Hairstyling Institute","NY",3,48,117,19500,16500,2100,8200,26700,39700,5500,176,NA,0.157,2009
"6189",12358,"Plaza College","NY",3,263,717,30100,26200,5300,12700,43400,56800,3736,1192,16869,0.266,2009
"6190",2796,"Polytechnic Institute of New York University","NY",2,69,704,79300,75800,26200,50200,102600,129200,13875,640,37750,0.03,2009
"6191",2798,"Pratt Institute-Main","NY",2,193,888,43800,39600,5900,16600,61600,84200,14000,1593,46851,0.039,2009
"6192",23065,"Professional Business College","NY",2,324,1155,25600,20600,5700,11000,36500,52200,1749,358,22361,0.113,2009
"6193",2803,"Rensselaer Polytechnic Institute","NY",2,103,1626,81500,78100,30100,55100,101900,129600,18125,2007,50535,0.006,2009
"6194",20924,"Ridley-Lowell Business & Technical Institute-Binghamton","NY",3,134,436,29500,27700,5600,14600,40300,54400,7372,323,NA,0.118,2009
"6195",2805,"Roberts Wesleyan College","NY",2,64,559,44200,41400,10900,25400,56200,77600,15000,1017,33342,0.037,2009
"6196",4811,"Everest Institute-Rochester","NY",3,248,769,27700,26400,5100,13800,37500,49700,9080,3487,19978,0.256,2009
"6197",2806,"Rochester Institute of Technology","NY",2,329,3331,59300,55500,14200,32900,80000,102400,15708,5383,39341,0.016,2009
"6198",2894,"University of Rochester","NY",2,84,1111,66700,57800,16600,38600,83800,112500,17125,1896,50550,0.011,2009
"6199",2877,"Rockland Community College","NY",1,195,995,44400,39900,7800,21700,60400,86200,3500,951,9159,0.1,2009
"6200",21732,"Empire Beauty School-Manhattan","NY",3,132,420,23800,17700,4500,10300,32600,49900,7500,1621,NA,0.081,2009
"6201",2810,"The Sage Colleges","NY",2,147,947,41500,37900,8300,23700,54600,72700,14047,1125,37352,0.032,2009
"6202",2810,"Sage College of Albany","NY",2,147,947,41500,37900,8300,23700,54600,72700,14047,1125,29993,0.032,2009
"6203",2817,"St Bonaventure University","NY",2,44,844,52800,47700,17800,33300,65700,88400,17125,902,35686,0.039,2009
"6204",2820,"St Francis College","NY",2,82,626,54800,53600,14400,33800,72500,94800,9500,930,20236,0.079,2009
"6205",2829,"St Lawrence University","NY",2,53,622,59400,47200,11500,31400,66300,101200,17125,795,49010,0.021,2009
"6206",2705,"The College of Saint Rose","NY",2,93,994,44800,46200,14100,31100,57800,69500,14250,1848,33495,0.031,2009
"6207",2832,"St. Thomas Aquinas College","NY",2,53,504,50700,46800,8200,25000,67700,84700,12800,673,30993,0.04,2009
"6208",2813,"Sarah Lawrence College","NY",2,27,247,41600,37300,5600,15100,56100,77300,13125,476,54854,0.019,2009
"6209",6785,"Schenectady County Community College","NY",1,257,1313,34700,32000,6400,17500,46600,63400,3500,1705,8729,0.085,2009
"6210",2816,"Siena College","NY",2,51,1127,64500,56500,21100,40300,77500,102900,18152,1467,35318,0.027,2009
"6211",2814,"Skidmore College","NY",2,53,455,56400,49900,11400,29000,72000,100200,16500,572,51501,0.01,2009
"6212",2825,"Saint Joseph's College-New York","NY",2,143,1395,60000,58000,16000,36700,78500,94900,13750,2194,20314,0.034,2009
"6213",2825,"Saint Josephs College-Suffolk Campus","NY",2,143,1395,60000,58000,16000,36700,78500,94900,13750,2194,19857,0.034,2009
"6214",6461,"Saint Elizabeth College of Nursing","NY",2,11,113,52800,56000,15900,33000,67300,80400,12000,204,21650,0.078,2009
"6215",6461,"Saint Elizabeth College of Nursing","NY",2,11,113,52800,56000,15900,33000,67300,80400,12000,204,NA,0.078,2009
"6216",2821,"Saint John Fisher College","NY",2,71,852,48400,46400,15500,31400,60900,78300,15375,1707,34338,0.03,2009
"6217",2823,"St John's University-New York","NY",2,462,3856,63800,58000,16000,36200,83100,115500,14423,6115,41753,0.055,2009
"6218",21634,"New York Career Institute","NY",3,72,301,39500,38500,9400,20700,52600,66900,6022.5,534,19138,0.082,2009
"6219",20740,"Branford Hall Career Institute-Bohemia Campus","NY",3,261,1134,34000,32600,5300,16300,47600,61400,6623,6432,NA,0.15,2009
"6220",2879,"Sullivan County Community College","NY",1,183,705,34400,31800,7000,16900,46900,65700,4000,930,11458,0.154,2009
"6221",2854,"SUNY College of Technology at Alfred","NY",1,264,2188,39100,37400,10700,22500,51900,67900,9250,2449,17012,0.062,2009
"6222",2855,"SUNY College of Technology at Canton","NY",1,229,1421,37300,33800,8300,20200,49900,68300,6125,2270,17794,0.058,2009
"6223",2857,"SUNY College of Technology at Delhi","NY",1,212,1463,38700,35700,6700,20400,51300,72200,8000,2003,16995,0.095,2009
"6224",2856,"SUNY College of Agriculture and Technology at Cobleskill","NY",1,209,1469,37500,35400,8600,20800,49700,66000,7125,2018,18211,0.104,2009
"6225",2858,"Farmingdale State College","NY",1,182,1236,48700,45400,9500,26400,67000,88700,7000,1846,11653,0.058,2009
"6226",2859,"Morrisville State College","NY",1,285,1898,34800,32600,6700,17500,47100,64500,9194,2699,17641,0.088,2009
"6227",2835,"SUNY at Albany","NY",1,428,4020,57100,51800,14200,33800,71900,99700,13000,6387,18958,0.036,2009
"6228",2836,"SUNY at Binghamton","NY",1,273,2885,67300,60600,18700,39900,83600,115000,12625,4110,17956,0.013,2009
"6229",2837,"University at Buffalo","NY",1,447,4890,56400,49600,14900,31600,71800,100700,12422,7857,16684,0.022,2009
"6230",2838,"Stony Brook University","NY",1,477,4005,61300,58600,14100,36300,81100,103400,11625,5867,17561,0.033,2009
"6231",2851,"SUNY College of Environmental Science and Forestry","NY",1,45,507,46800,45000,14600,29000,61400,79200,12500,735,19379,0.034,2009
"6232",11678,"SUNY Polytechnic Institute","NY",1,87,768,52100,48500,16100,32600,68300,86700,9111.5,1210,16573,0.021,2009
"6233",2841,"SUNY College at Brockport","NY",1,236,2554,44800,42700,15000,28500,56100,73700,13000,4114,17390,0.022,2009
"6234",2842,"SUNY Buffalo State","NY",1,375,3197,40200,39400,9100,22900,52900,68600,11000,5696,14026,0.057,2009
"6235",2843,"SUNY College at Cortland","NY",1,144,2383,49000,48000,15400,32100,62600,82400,13231,3349,18332,0.027,2009
"6236",2844,"SUNY at Fredonia","NY",1,120,1811,43500,43100,15500,28600,53800,68300,14211,2738,17163,0.044,2009
"6237",2845,"SUNY College at Geneseo","NY",1,105,1543,54300,50100,20700,37400,64700,87100,14253,2110,17438,0.017,2009
"6238",2846,"State University of New York at New Paltz","NY",1,218,1801,47300,45200,9500,26200,65000,80400,12500,2775,17779,0.032,2009
"6239",2847,"SUNY Oneonta","NY",1,208,2312,46800,44700,13600,28200,60700,79300,14625,2689,17173,0.026,2009
"6240",2848,"SUNY College at Oswego","NY",1,264,2776,45000,43100,12700,27400,58000,76000,13000,4059,17503,0.035,2009
"6241",2850,"SUNY College at Potsdam","NY",1,169,1352,40900,40100,11700,23800,52500,68100,11000,2090,16656,0.037,2009
"6242",6791,"SUNY at Purchase College","NY",1,152,962,41800,37700,6200,18400,56700,77400,14000,1615,18116,0.047,2009
"6243",7109,"SUNY College at Old Westbury","NY",1,170,1040,46400,42800,8000,25500,62700,83800,9702,1518,15529,0.078,2009
"6244",2849,"SUNY College at Plattsburgh","NY",1,161,1901,45800,43600,14300,28700,59000,79200,12500,2948,16121,0.028,2009
"6245",2839,"SUNY Downstate Medical Center","NY",1,8,188,135100,95900,43000,66500,179100,250000,13307.5,196,NA,0.013,2009
"6246",10286,"SUNY Empire State College","NY",1,506,1999,44900,41200,8100,23000,60500,80500,7500,5470,20573,0.063,2009
"6247",2853,"SUNY Maritime College","NY",1,14,231,79000,79200,17100,45200,107200,138800,11112.5,550,18683,0.034,2009
"6248",2840,"Upstate Medical University","NY",1,3,173,99600,71700,29200,48200,112600,223500,15000,154,NA,0.005,2009
"6249",21700,"Swedish Institute a College of Health Sciences","NY",3,114,442,34100,26600,3300,10800,48700,77900,14250,511,13290,0.036,2009
"6250",2882,"Syracuse University","NY",2,292,3522,62300,56900,17100,36500,79100,105700,17125,4672,47820,0.024,2009
"6251",11031,"Technical Career Institutes","NY",3,931,4140,39000,35600,7300,17400,54300,74100,4772,5761,16837,0.051,2009
"6252",6788,"Tompkins Cortland Community College","NY",1,199,1039,32800,29800,6000,16300,44500,60300,5500,2167,10768,0.121,2009
"6253",10142,"Touro College","NY",2,1578,3311,37900,29100,5800,12900,51200,82000,7040,2955,23070,0.066,2009
"6254",2812,"Trocaire College","NY",2,61,410,39000,39000,6500,18900,56200,71600,9500,1065,16403,0.069,2009
"6255",2880,"Ulster County Community College","NY",1,189,731,33600,29900,4400,12900,49500,66100,3658,900,9780,0.141,2009
"6256",21160,"Sanford-Brown Institute-New York","NY",3,639,2879,36200,32300,7300,16900,48900,69800,9500,14080,NA,0.098,2009
"6257",2889,"Union College","NY",2,33,507,68800,61800,25500,44700,85000,111400,15811,597,50060,0.01,2009
"6258",2892,"United States Merchant Marine Academy","NY",1,9,165,90300,86000,25500,60700,109900,145800,5453,156,9010,0,2009
"6259",2883,"Utica College","NY",2,69,818,49000,45300,18300,31900,61300,80700,11500,1653,37333,0.029,2009
"6260",9077,"Utica School of Commerce","NY",3,92,375,28200,26200,3300,13800,36300,49000,8250,498,21412,0.066,2009
"6261",2895,"Vassar College","NY",2,54,428,55100,49400,11500,27700,67400,95500,14125,558,51370,0.003,2009
"6262",2896,"Villa Maria College","NY",2,50,207,30200,29900,4900,15400,39300,49200,5906.5,450,19129,0.138,2009
"6263",7468,"School of Visual Arts","NY",3,162,958,43200,39200,5600,16100,61700,83200,17125,1411,44980,0.027,2009
"6264",2899,"Wagner College","NY",2,52,588,63400,60500,13300,36600,84400,109600,14500,844,41571,0.031,2009
"6265",2901,"Wells College","NY",2,26,173,43100,40600,12100,28000,53900,71200,14750,338,29147,0.058,2009
"6266",5208,"The College of Westchester","NY",3,154,954,47400,43200,9000,24000,64200,89200,9323,1361,29762,0.147,2009
"6267",2881,"SUNY Westchester Community College","NY",1,350,1734,44100,38300,7300,21400,59900,87200,4200,1578,6113,0.08,2009
"6268",7405,"Wood Tobe-Coburn School","NY",3,85,467,38400,37700,9300,22500,50700,66000,11494.5,642,23877,0.114,2009
"6269",11859,"Word of Life Bible Institute","NY",2,91,398,33200,29800,5700,16400,44600,62000,5500,494,13668,0.028,2009
"6270",2903,"Yeshiva University","NY",2,149,530,65300,53100,7600,26900,79900,128500,9000,703,46175,0.017,2009
"6271",21105,"The Art Institute of Charlotte","NC",3,46,173,26500,20200,3200,9900,37300,50300,9500,2459,35226,0.099,2009
"6272",2906,"Appalachian State University","NC",1,252,2447,41800,38600,12500,26400,52000,72300,11786.5,4752,13693,0.019,2009
"6273",4033,"Asheville-Buncombe Technical Community College","NC",1,189,654,32100,29500,6900,14900,45000,60300,4104.5,692,11803,0.024,2009
"6274",2908,"Barton College","NC",2,55,463,41600,39300,9600,28000,52700,70800,12000,777,30936,0.051,2009
"6275",8558,"Beaufort County Community College","NC",1,85,323,28600,25000,5600,13600,39400,56200,3500,99,10527,0.042,2009
"6276",2910,"Belmont Abbey College","NC",2,40,345,41500,38900,14900,26500,51600,69600,10250,947,35805,0.081,2009
"6277",2911,"Bennett College","NC",2,27,251,32900,32000,4500,14300,44000,64100,14375,457,25278,0.147,2009
"6278",9684,"Blue Ridge Community College","NC",1,81,247,28300,23800,4000,12300,38100,55100,3500,81,11921,0,2009
"6279",2912,"Brevard College","NC",2,41,254,34700,32700,6500,17700,46000,66200,11500,370,30406,0.043,2009
"6280",7814,"Brookstone College-Charlotte","NC",3,135,597,26400,26600,5900,14200,35000,45000,7040,525,NA,0.103,2009
"6281",4835,"Caldwell Community College and Technical Institute","NC",1,147,609,29600,27100,4300,13200,40600,57700,5500,891,13550,0.067,2009
