"","OPEID6","INSTNM","STATE","CONTROL","NOTWORKING","WORKING","MEAN_EARNINGS","MEDIAN_EARNINGS","PERCENT10_EARNINGS","PERCENT25_EARNINGS","PERCENT75_EARNINGS","PERCENT90_EARNINGS","MEDIAN_DEBT","NUM_DEBT","TUITION","DEFAULT2","YEAR"
"12409",26095,"Career Training Academy-Monroeville","PA",3,63,228,26700,23400,5100,12400,36000,53600,5508,318,NA,0.08,2011
"12410",30353,"Southern Careers Institute-Pharr","TX",3,617,2184,22100,20300,3800,11300,29700,39300,5500,4515,NA,0.224,2011
"12411",25476,"Florida National University-Main Campus","FL",3,449,1498,25200,22000,4900,11100,34200,49200,11456.5,2046,25470,0.112,2011
"12412",7329,"ITT Technical Institute-Fort Lauderdale","FL",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26218,0.164,2011
"12413",21245,"Franklin Technology-MSSU","MO",1,50,156,25800,25100,4000,13800,35000,47100,7600,275,NA,0.272,2011
"12414",30883,"Academy of Cosmetology","SC",3,30,167,20600,17600,2800,9500,28000,40500,5500,129,NA,0.222,2011
"12415",9407,"Lincoln College of New England-Suffield","CT",3,38,289,34100,30300,7700,16900,45500,64100,6784.5,1464,25746,0.116,2011
"12416",3410,"Roger Williams University School of Law","RI",2,112,1430,51000,47200,15100,30800,64700,87300,17687.5,1824,NA,0.036,2011
"12417",30032,"Everest Institute-Kendall","FL",3,231,878,30300,27900,7800,15200,39500,54900,9500,1671,26859,0.061,2011
"12418",32603,"California State University-Monterey Bay","CA",1,169,1011,43800,41500,10200,23700,57700,76900,10934,1996,18298,0.072,2011
"12419",22052,"Sanford-Brown College-St Peters","MO",3,453,1928,32800,29300,5800,15300,45900,63600,16792,3101,21830,0.14,2011
"12420",10148,"Colorado Technical University-Kansas City","MO",3,167,1125,53500,44100,11800,26000,71400,101900,7652,39447,24090,0.132,2011
"12421",30340,"Heald College-Salinas","CA",3,154,717,34100,32300,6400,17100,46700,60700,9500,1824,23413,0.098,2011
"12422",40513,"Brown Mackie College-Atlanta","GA",3,87,422,29100,25200,6200,15200,39500,53800,6334,30193,27615,0.149,2011
"12423",2678,"Bryant & Stratton College-Henrietta","NY",3,417,1344,24100,22300,2600,10100,34700,46900,7634,20356,22104,0.198,2011
"12424",21799,"Argosy University-The Art Institute of California-Hollywood","CA",3,158,1035,41800,38200,8900,23100,56100,75000,6355,21782,32446,0.082,2011
"12425",30695,"Sage College","CA",3,39,131,33500,29900,7300,16900,43000,64700,9760,467,13821,0.092,2011
"12426",30764,"Anthem College-Denver","CO",3,874,3482,28700,27700,5300,14500,38900,52400,8150,5179,NA,0.071,2011
"12427",33163,"Lincoln Technical Institute-Hartford","CT",3,63,254,33200,30100,5100,16800,45300,63000,12000,1143,NA,0.145,2011
"12428",30682,"Ohio Center for Broadcasting-Valley View","OH",3,42,256,32400,27700,5900,15600,40100,57000,9500,745,NA,0.067,2011
"12429",30427,"Laurus Technical Institute","GA",3,79,247,27300,22900,4000,12500,37700,53100,9500,515,NA,0.119,2011
"12430",30998,"Illinois School of Health Careers-Chicago Campus","IL",3,52,223,22100,19300,4800,11400,32100,38800,9500,1448,NA,0.132,2011
"12431",34404,"Marian Health Careers Center-Los Angeles Campus","CA",3,17,105,51100,47500,13900,31800,65700,89300,11019,244,NA,0.049,2011
"12432",33463,"Academy for Nursing and Health Occupations","FL",2,39,161,33600,31200,6100,14100,47900,61600,6365,691,NA,0.032,2011
"12433",26055,"Remington College-Memphis Campus","TN",2,439,1772,30000,26200,5100,14100,39400,58400,9498,6146,25811,0.062,2011
"12434",30308,"American Broadcasting School-Tulsa","OK",3,69,299,28200,26000,4700,13900,35900,47600,2774,326,NA,0.246,2011
"12435",32673,"Capella University","MN",3,77,423,77700,69500,17600,42600,101800,138200,4273,12829,17997,0.069,2011
"12436",22631,"Anthem College-Sacramento","CA",3,824,3651,31900,29500,5000,14900,42900,59200,7039,5343,NA,0.064,2011
"12437",25964,"Spartan College of Aeronautics & Technology","CA",3,140,596,44800,41700,9400,22800,61600,81500,20695,574,NA,0.163,2011
"12438",12425,"Stone Academy-Waterbury","CT",3,59,267,28000,28700,4400,12300,39900,50700,11479,1020,NA,0.122,2011
"12439",7329,"ITT Technical Institute-Little Rock","AR",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25737,0.164,2011
"12440",7329,"ITT Technical Institute-Oxnard","CA",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25306,0.164,2011
"12441",7329,"ITT Technical Institute-Louisville","KY",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26479,0.164,2011
"12442",7329,"ITT Technical Institute-Greenville","SC",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25663,0.164,2011
"12443",7329,"ITT Technical Institute-Cordova","TN",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25898,0.164,2011
"12444",3351,"Philadelphia Biblical University-Wisconsin Wilderness","WI",2,86,378,36100,32600,6000,15800,47800,67200,14325,612,22870,0.022,2011
"12445",31152,"Motoring Technical Training Institute","MA",3,68,235,30200,27900,4700,12900,43900,55600,8233,430,NA,0.11,2011
"12446",4673,"Baker College of Jackson","MI",2,2525,8970,30800,26500,5000,13500,42100,60500,7000,36869,17762,0.096,2011
"12447",30255,"Mech-Tech College","PR",3,700,1330,21800,18900,3000,10000,29200,41300,3500,119,11819,0,2011
"12448",30718,"ITT Technical Institute-Everett","WA",3,110,645,45800,42500,9300,24600,60300,81000,11701,1772,26282,0.156,2011
"12449",26161,"Jean Madeline Aveda Institute","PA",3,45,175,30900,27700,3000,12600,41100,59900,8028,504,NA,0.117,2011
"12450",7329,"ITT Technical Institute-Bessemer","AL",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25829,0.164,2011
"12451",7329,"ITT Technical Institute-Orland Park","IL",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25643,0.164,2011
"12452",4673,"Baker College Center for Graduate Studies","MI",2,2525,8970,30800,26500,5000,13500,42100,60500,7000,36869,22483,0.096,2011
"12453",3404,"Johnson & Wales University-North Miami","FL",2,892,6940,38500,35100,9100,20600,51400,68100,16000,10249,36083,0.083,2011
"12454",7329,"ITT Technical Institute-Pittsburgh","PA",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26974,0.164,2011
"12455",21584,"Harrison College-Indianapolis East","IN",3,660,2542,26700,24700,4600,12000,36400,50600,7649,7715,22945,0.086,2011
"12456",1839,"Trine University-Regional/Non-Traditional Campuses","IN",2,60,609,45100,42600,11400,25800,59500,79800,14250,1279,22660,0.066,2011
"12457",31804,"Pennsylvania Highlands Community College","PA",1,84,360,30500,27800,5600,14600,41500,56300,3500,974,6145,0.095,2011
"12458",23385,"Nevada Career Institute","NV",3,377,1169,29700,27800,4500,12500,40900,56800,7200,441,NA,0.055,2011
"12459",33583,"Allen School-Jamaica","NY",3,187,757,28000,26900,6600,13000,38300,46900,8503.5,3120,NA,0.065,2011
"12460",31258,"Premiere Career College","CA",3,74,154,31800,28000,3200,12400,44100,65500,10825,671,NA,0.042,2011
"12461",25400,"Tennessee Academy of Cosmetology-Stage Road","TN",3,29,112,22900,17300,4100,10200,33200,47800,6333,231,NA,0.042,2011
"12462",20988,"University of Phoenix-Las Vegas Campus","NV",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,26472,0.179,2011
"12463",12166,"Carousel Beauty College-Springfield","OH",3,56,138,17200,14400,2800,10300,24500,29400,3059.5,204,NA,0.088,2011
"12464",12166,"Carousel Beauty College-Kettering","OH",3,56,138,17200,14400,2800,10300,24500,29400,3059.5,204,NA,0.088,2011
"12465",30847,"Ventura Adult and Continuing Education","CA",1,74,162,30900,26100,4200,14500,44000,59100,1021,101,NA,0.189,2011
"12466",30716,"College of Business and Technology-Kendall","FL",3,74,207,26500,23100,4800,11000,36600,49500,6700,1482,21013,0.027,2011
"12467",30799,"City College-Altamonte Springs","FL",2,89,311,25800,22900,5600,12800,35700,47800,9500,438,22796,0.102,2011
"12468",26076,"Empire Beauty School-Dunwoody","GA",3,38,102,22700,16100,2900,10000,31500,43200,9500,459,NA,0.063,2011
"12469",26031,"Crave Beauty Academy","KS",3,47,165,20700,18400,2100,9000,30600,40100,9725,338,NA,0.052,2011
"12470",30235,"Camelot College","LA",3,112,363,17600,14500,3200,9000,22500,32800,8656,449,NA,0.045,2011
"12471",30951,"Gretna Career College","LA",3,82,216,20000,18500,4000,12200,26000,34600,8807,370,NA,0.152,2011
"12472",5424,"South Central Career Center","MO",1,34,154,30200,26400,4000,14600,36700,54600,5973,105,NA,0.234,2011
"12473",30249,"Tennessee Academy of Cosmetology-Shelby Drive","TN",3,19,101,21300,19300,6100,10900,28400,35700,6333,152,NA,0.037,2011
"12474",25587,"Prism Career Institute-Philadelphia","PA",3,128,429,27600,25600,2700,9900,38600,56800,9500,1293,NA,0.241,2011
"12475",12293,"Veeb Nassau County School of Practical Nursing","NY",1,19,212,58400,56600,14600,39200,77500,99800,7500,292,16098,0.034,2011
"12476",21582,"Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program","NY",1,21,135,29900,30000,5700,16300,41500,53100,9500,58,NA,0.076,2011
"12477",21794,"Eastern Suffolk BOCES","NY",1,9,110,45000,43000,9300,26100,60200,79400,6150,488,NA,0.059,2011
"12478",25994,"New York College of Health Professions","NY",2,82,308,33600,25700,4200,10700,46700,74800,12500,553,26033,0.12,2011
"12479",30897,"Career Institute of Health & Technology","NY",3,428,1820,45800,42200,8700,21700,63700,85300,6870,1459,NA,0.166,2011
"12480",30780,"Ohio Media School-Cincinnati","OH",3,34,130,31300,26800,7000,14400,40900,60500,9500,107,NA,0.077,2011
"12481",10006,"Greater Johnstown Career and Technology Center","PA",1,30,181,36900,36600,10800,23500,47300,61300,8508,367,NA,0.048,2011
"12482",23108,"Lancaster County Career and Technology Center","PA",1,44,201,34700,34200,7200,19500,47600,57800,9500,576,NA,0.091,2011
"12483",30724,"All-State Career School-Pittsburgh","PA",3,67,198,34600,34400,6900,20200,46500,57100,6331,544,NA,0.026,2011
"12484",22977,"Automeca Technical College-Aguadilla","PR",3,797,1340,22300,18300,4500,10900,28700,41000,1600,626,11257,0.123,2011
"12485",23263,"Fortis Institute-Cookeville","TN",3,178,575,25200,23200,5900,13700,34600,46200,7984.5,2230,26256,0.074,2011
"12486",30352,"Tint School of Makeup and Cosmetology-Dallas","TX",3,45,257,18600,15300,6200,10100,23700,33700,3500,238,NA,0.156,2011
"12487",30978,"Carsten Institute of Cosmetology","AZ",3,54,131,24100,20300,2600,10000,34700,49500,7308,264,NA,0.092,2011
"12488",30977,"Central California School of Continuing Education","CA",3,49,204,44100,35600,8200,19000,64300,89100,5276,298,21078,0.137,2011
"12489",31020,"Rivertown School of Beauty Barber Skin Care and Nails","GA",3,36,101,20300,15900,4200,10900,27700,40900,4868,173,NA,0.091,2011
"12490",31018,"Illinois Media School","IL",3,35,179,33800,29400,6300,14300,44800,67400,9500,626,NA,0.037,2011
"12491",30990,"Cortiva Institute-Seattle","WA",3,36,184,30700,26800,4700,11400,40900,60300,9500,491,NA,0.05,2011
"12492",21799,"Argosy University-Washington DC","VA",3,158,1035,41800,38200,8900,23100,56100,75000,6355,21782,26372,0.082,2011
"12493",20988,"University of Phoenix-Sacramento Valley Campus","CA",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,27804,0.179,2011
"12494",22838,"Beauty Schools of America-Hialeah","FL",3,590,1094,17700,14300,3400,8700,23700,34900,9499,3768,NA,0.226,2011
"12495",22977,"Automeca Technical College-Bayamon","PR",3,797,1340,22300,18300,4500,10900,28700,41000,1600,626,10723,0.123,2011
"12496",22977,"Automeca Technical College-Caguas","PR",3,797,1340,22300,18300,4500,10900,28700,41000,1600,626,10397,0.123,2011
"12497",22977,"Automeca Technical College-Ponce","PR",3,797,1340,22300,18300,4500,10900,28700,41000,1600,626,11015,0.123,2011
"12498",1499,"Everest University-Melbourne","FL",3,804,3059,28200,25300,5000,13700,38100,53200,5500,33210,23421,0.093,2011
"12499",23344,"Centura College-Chesapeake","VA",3,517,1819,27100,24500,4500,12400,37100,51000,9500,4514,22968,0.178,2011
"12500",20988,"University of Phoenix-Hawaii","HI",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,26085,0.179,2011
"12501",30086,"Florida College of Natural Health-Miami","FL",3,394,1204,28000,24300,2900,10600,39600,55900,7900,1874,NA,0.172,2011
"12502",25587,"Prism Career Institute-Cherry Hill","NJ",3,128,429,27600,25600,2700,9900,38600,56800,9500,1293,NA,0.241,2011
"12503",31087,"American National College","TX",3,79,251,25100,20500,3700,9800,34900,50900,4750,424,NA,0.114,2011
"12504",30106,"Virginia College-Birmingham","AL",3,836,3192,30500,26400,5900,14700,40400,58300,9500,29441,27916,0.151,2011
"12505",30106,"Virginia College-Huntsville","AL",3,836,3192,30500,26400,5900,14700,40400,58300,9500,29441,22408,0.151,2011
"12506",7506,"Lincoln Technical Institute-Mahwah","NJ",3,532,2112,40000,37300,6700,18500,57100,75400,10631.5,4186,NA,0.176,2011
"12507",33723,"Northwest Vista College","TX",1,264,1395,36400,34100,9100,19700,48000,64600,4750,1671,9320,0.11,2011
"12508",7329,"ITT Technical Institute-Getzville","NY",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26635,0.164,2011
"12509",31555,"Oconee Fall Line Technical College","GA",1,62,184,23800,22800,4200,13400,30100,42200,2017,115,11914,NA,2011
"12510",31229,"York County Community College","ME",1,45,214,32500,27500,7400,16000,40300,59100,3880,663,12647,0.163,2011
"12511",10147,"Western Suffolk BOCES","NY",1,22,127,51000,52800,11900,27400,68200,87900,7056,302,NA,0.088,2011
"12512",21160,"Sanford-Brown College-Atlanta","GA",3,766,2973,30100,27200,5900,14600,39700,59400,9500,15349,25765,0.138,2011
"12513",21160,"Sanford-Brown College-Middleburg Heights","OH",3,766,2973,30100,27200,5900,14600,39700,59400,9500,15349,25611,0.138,2011
"12514",1090,"Arkansas State University-Mountain Home","AR",1,821,4348,36400,32700,7600,19000,47100,67100,8250,7756,18480,0.135,2011
"12515",22200,"Colleen O'Haras Beauty Academy","CA",3,54,155,17500,16300,2500,8600,23900,34200,10361,291,NA,0.086,2011
"12516",3213,"Tillamook Bay Community College","OR",1,1377,4621,37700,33100,5400,16200,52100,75900,6000,19000,14996,0.12,2011
"12517",21799,"Argosy University-Schaumburg","IL",3,158,1035,41800,38200,8900,23100,56100,75000,6355,21782,25603,0.082,2011
"12518",20988,"University of Phoenix-Louisiana Campus","LA",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,26278,0.179,2011
"12519",20988,"University of Phoenix-Metro Detroit Campus","MI",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,28070,0.179,2011
"12520",40513,"Brown Mackie College-Hopkinsville","KY",3,87,422,29100,25200,6200,15200,39500,53800,6334,30193,29994,0.149,2011
"12521",31150,"Arizona College-Glendale","AZ",3,64,166,27000,25900,5100,12000,38200,45700,9400,1348,22100,0.151,2011
"12522",31090,"Living Arts College","NC",3,63,264,35500,29200,7100,17300,45200,58100,9500,754,27554,0.125,2011
"12523",31226,"Eastern International College-Jersey City","NJ",3,41,139,35600,31900,7400,17400,49300,67100,9500,474,NA,0.166,2011
"12524",21207,"San Joaquin Valley College-Fresno Aviation","CA",3,637,2158,30900,26900,5400,13700,42100,61500,12065,9937,21362,0.152,2011
"12525",32993,"Pacific College","CA",3,51,280,42800,40400,8800,19200,59800,76600,15901.5,434,NA,0.041,2011
"12526",1571,"Georgia Military College-Columbus Campus","GA",1,238,1379,35000,31300,9000,17200,47200,65400,3819,5041,12666,0.128,2011
"12527",10059,"American Commercial College-Wichita Falls","TX",3,109,374,23300,20800,2900,10300,31400,44900,8494,538,NA,0.235,2011
"12528",3189,"Oregon Coast Community College","OR",1,118,281,29100,23900,3600,12900,38500,62400,4750,551,12081,0.154,2011
"12529",21584,"Harrison College-Evansville","IN",3,660,2542,26700,24700,4600,12000,36400,50600,7649,7715,21979,0.086,2011
"12530",32103,"Le Cordon Bleu College of Culinary Arts-Pasadena","CA",3,282,1092,38700,34100,6300,16800,53000,70900,9500,9382,30983,0.159,2011
"12531",30445,"Kaplan College-Panorama City","CA",3,165,601,40100,36300,5900,18600,56100,76600,8258,223,NA,0.133,2011
"12532",34183,"Gwinnett College-Sandy Springs","GA",3,42,155,28700,25900,2800,11500,38900,58700,9500,219,NA,0.139,2011
"12533",32323,"Lincoln Technical Institute-Brockton","MA",3,195,630,30600,27500,4100,13700,42900,59200,9258.5,3770,NA,0.204,2011
"12534",22195,"Mildred Elley-Pittsfield Campus","MA",3,227,711,24200,22100,3200,9600,33700,46400,7565,2591,20015,0.06,2011
"12535",1479,"Embry-Riddle Aeronautical University-Worldwide","FL",2,250,3088,65500,60900,22400,39400,84500,115500,7875,5327,18330,0.053,2011
"12536",34163,"Computer Systems Institute","IL",3,42,162,43000,41900,9100,16900,60400,79800,9500,2626,NA,0.206,2011
"12537",7329,"ITT Technical Institute-Webster","TX",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25902,0.164,2011
"12538",23328,"CET-Alexandria","VA",2,644,1853,24000,21600,4100,10700,33400,45700,4709,4217,NA,0.147,2011
"12539",23328,"CET-Durham","NC",2,644,1853,24000,21600,4100,10700,33400,45700,4709,4217,NA,0.147,2011
"12540",31263,"Aviation Institute of Maintenance-Chesapeake","VA",3,41,257,43900,40000,8600,23300,57800,77100,14085,481,24997,0.243,2011
"12541",31264,"Centura College-Richmond Main","VA",3,153,588,26600,25200,4900,12400,35300,48200,11720.5,782,25419,0.194,2011
"12542",31256,"Miami Ad School-Wynwood","FL",3,28,141,80400,64700,9800,33600,113000,167100,19000,266,NA,0.053,2011
"12543",31248,"Platt College-Lawton","OK",3,67,231,23200,22200,2600,9600,32800,44000,7472.5,342,NA,0.124,2011
"12544",31239,"Southeastern College-West Palm Beach","FL",3,283,846,29600,27900,4800,13900,39900,54400,12000,1807,26263,0.113,2011
"12545",1937,"Ottawa University-Milwaukee","WI",2,149,1201,44900,40700,11200,27000,55300,78100,9500,2901,NA,0.059,2011
"12546",21799,"Argosy University-Tampa","FL",3,158,1035,41800,38200,8900,23100,56100,75000,6355,21782,26372,0.082,2011
"12547",12584,"The Illinois Institute of Art-Schaumburg","IL",3,312,1663,38000,34900,8000,18700,50500,69200,9500,7014,34080,0.108,2011
"12548",4889,"Cambria-Rowe Business College-Indiana","PA",3,92,302,24400,22900,5900,12300,31200,42900,10337,378,18408,0.135,2011
"12549",34283,"Klamath Community College","OR",1,221,512,28000,24000,3800,11300,38300,57400,5519.5,1520,11941,0.21,2011
"12550",40513,"The Art Institute of Phoenix","AZ",3,87,422,29100,25200,6200,15200,39500,53800,6334,30193,34249,0.149,2011
"12551",31593,"Arlington Medical Institute","TX",3,39,146,24500,22100,3300,10700,33200,43600,8338,121,NA,0.058,2011
"12552",7329,"ITT Technical Institute-Henderson","NV",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26974,0.164,2011
"12553",22631,"Anthem College-Minnesota","MN",3,824,3651,31900,29500,5000,14900,42900,59200,7039,5343,NA,0.064,2011
"12554",10148,"Colorado Technical University-Greenwood Village","CO",3,167,1125,53500,44100,11800,26000,71400,101900,7652,39447,21315,0.132,2011
"12555",20740,"Branford Hall Career Institute-Windsor Campus","CT",3,523,1869,30900,29700,5500,14300,42000,57000,7199,5993,NA,0.105,2011
